date,title,processed_description,category,url,document,topic,gamma,topic_name
"Publish : 17 Mar 2025, 14:03",Hamza Chowdhury arrives in Bangladesh,bangladeshi origin english premier leagu footbal hamza dewan chowdhuri includ 30 bangladesh preliminari squad afc asian cup 2025 qualifi arriv bangladesh mondai hamza accompani famili land sylhet osmani intern airport london bangladesh biman flight unb report expect move villag resid bahub upazilla habiganj dai spend dai villag resid hamza travel dhaka tuesdai wednesdai join bangladesh nation footbal team camp nation team fly kolkata thursdai morn march 20 en rout shillong afc asian cup qualifi match india march 25 hamza attend bangladesh team offici press confer team hotel dhaka wednesdai march 19 address press alongsid team coach captain squad bangladesh nation team includ hamza chowdhuri expect final practice session wednesdai afternoon even team offici photo session early bangladesh footbal team reach saudi arabian citi taif week ago undergo 12 dai intens train afc asian cup qualifi match india,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/11119/hamza-chowdhury-arrives-in-bangladesh,122,1,0.6763372828832603,Politics
"Publish : 13 Mar 2025, 16:13",Teammates pay tribute as Mahmudullah retires,mahmudullah riyad retir intern cricket draw emot tribut time teammat reflect contribut bangladesh cricket captain mashraf bin mortaza lead mahmudullah career share heartfelt messag social medium recal journei mileston mahmudullah achiev unb report congratul intern career riyad mashraf write statist big team deepli commit mashraf reminisc mahmudullah icon centuri adelaid cardiff histor ton 2015 world cup bangladeshi tournament achiev bangladesh centurion world cup hope countri follow surpass record icc event centuri show step big stage gener learn tamim iqbal mahmudullah time teammat pillar bangladesh cricket inspir field cherish memori share dress contribut countri cricket wish dai ahead tamim write shakib al hasan echo similar sentiment call privileg plai alongsid mahmudullah lead field dedic resili love game countri nation indebt shakib write allah bless guid journei mushfiqur rahim close teammat mahmudullah express admir veteran round honor share field guidanc countless memori have incredibli proud have achiev nation mushfiqur mahmudullah departur mark era bangladesh cricket absenc deepli legaci countri depend perform continu inspir futur gener,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/11070/teammates-pay-tribute-as-mahmudullah-retires,123,1,0.6562734626144533,Politics
"Publish : 09 Mar 2025, 23:55",India wins ICC Champions Trophy for 3rd time,india defeat zealand wicket icc champion trophi 2025 final aveng 2000 loss team win titl time sundai final dubai intern cricket stadium rohit sharma team beat kiwi wicket unb report zealand bat win toss score 251 run lose 7 wicket respons india chase target spare wicket hand india captain rohit sharma lay foundat team win score in 76 run open leadership plai kei role restrict zealand in prevent post total contribut award player match final addit sharma shreya iyer 48 axar patel 29 stabil middl lokesh rahul 34 complet chase hand mitchel bracewel take wicket 26 run 10 over includ maiden fail lead team victori,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/11026/india-wins-icc-champions-trophy-for-3rd-time,124,1,0.9973517231092773,Politics
"Publish : 06 Mar 2025, 10:05",Bangladesh stalwart Mushfiqur Rahim retires from ODIs,bangladesh star batter mushfiqur rahim announc retir odi cricket announc retir social medium post wednesdai night announc retir odi format write alhamdulillah achiev limit global level step field countri 100 dedic honesti unb report hand wicketkeep batter plai odi 2006 zimbabw harar establish regular bangladesh setup repres bangladesh 274 odi bangladeshi format mushfiqur score 7795 run format 9 centuri 49 fifti 243 catch 56 stump mushfiqur recent perform averag plai role decis retir week challeng realis destini write social medium ad deepli famili friend fan plai cricket 19 mushfiqur retir t20i early septemb 2022 plai test cricket bangladesh continu plai domest circuit,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/10982/bangladesh-stalwart-mushfiqur-rahim-retires-from,125,1,0.9974789934106519,Politics
"Publish : 26 Feb 2025, 18:37",Tigers slip in rankings,poor perform bangladeshi cricket ongo edit icc champion trophi reflect newli publish icc rank slip posit captain najmul hossain shanto score 77 zealand fall spot 27th odi bat rank unb report shanto endur tough run bat recent month poor form bangladesh premier leagu bpl drop fortun barish squad fail score champion trophi open india half centuri zealand provid relief prevent fall rank mushfiqur rahim mahmudullah riyad suffer notabl drop mushfiqur manag run champion trophi fall 42nd time top 40 februari 2014 mahmudullah score zealand miss india match due injuri slip 43rd posit note towhid hridoi climb 18 64th boost centuri india batter bright spot bangladesh disappoint campaign taskin ahm bowl bangladesh struggl climb 30th mehidi hasan miraz drop 31st india virat kohli move odi bat rank score centuri pakistan overtak zealand daryl mitchel shubman gill continu hold top spot sri lanka maheesh theekshana remain 1 odi bowler team miss champion trophi bangladesh exit tournament intensifi discuss team futur senior player pack schedul ahead includ seri zimbabw pakistan sri lanka india bangladesh solut recur bat struggl regain lose grind rank,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/10890/tigers-slip-in-rankings,126,1,0.9986904625251747,Politics
"Publish : 23 Feb 2025, 10:11",Pakistan and India clash in cricket's fiercest rivalry,sport rivalri world india pakistan dubai sundai cricket contest amp 78 bitter arch rival nation heighten polit hostil patriot zeal hundr million peopl unb report cricket mad nation india pakistan compet game 50 format covet nation champion trophi tournament wednesdai pakistan nation team travel pakistan tournament india refus leverag strong influenc intern cricket council game global govern bodi indian cricket author offer formal statement refus plai pakistan offici suggest decis base secur concern india plai match includ pakistan neutral venu dubai unit arab emir game polit underton india pakistan cricket symbol nation ident clash grab attent billion fan sundai match time relat neighbor hit low animos stem countri disput kashmir restiv himalayan region fight war nuclear arm rival administ kashmir claim territori entireti compound territori disput heighten tension stem deadli 2008 mumbai attack india blame pakistani milit charg islamabad deni sport relat inevit ebb flow polit bilater cricket ti remain suspend 2008 nation team plai global event pair ensur contest indian team travel pakistan 2008 pakistan plai india 2023 world cup includ hostil crowd cricket stadium name prime minist narendra modi call cricket diplomaci occasion thaw relat hasnt modi hindu nationalist govern tough stanc resum friendly cricket ti pakistan senior minist indian team win plai countri dozen peopl india disput kashmir face polic complaint jail cheer pakistani team cricket strong currenc ey govern instig resend anger pakistan sharda ugra indian sport writer ugra fan countri eager watch nation plai contest hold hostag ugli polit ey hundr million game sheer viewership india pakistan match dwarf super bowl ugra call sport rivalri world bar plai 2023 india estim viewership cabl televis stream servic 400 million comparison super bowl averag 127 7 million platform organ expect similar sundai contest plai dubai intern cricket stadium guarante windfal ticket game sell minut billion dollar broadcast deal hammer medium countri cash pakistani indian tv new channel provid wall wall coverag recent week tv commerci countri patriot fervor poke fun local author privat compani countri announc set giant screen citi center insid shop mall fan fan clash hold sport event world india western citi mumbai cricket coach anil sawant plan watch game clubhous friend giant screen match 57 sawant student hone skill practice citi shivaji park grind favorit cricket ag mohammad ahm 27 account plan host friend home pakistan rawalpindi citi watch game screen plan serv special chicken biryani french fri soft drink menu ahm smile,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/10842/pakistan-and-india-clash-in-cricket-s-fiercest,127,1,0.9023042128226849,Politics
"Publish : 09 Feb 2025, 20:58",Barishal's BPL victory celebration ends in chaos; 10 hurt,victori celebr fortun barish consecut bangladesh premier leagu bpl titl chao sundai gross mismanag inadequ secur arrang division headquart ruin suppos celebr peopl barish 10 peopl injur unb report event hold bell park citi mean celebr fortun barish triumph chattogram bpl final dhaka fridai night championship trophi arriv barish sundai afternoon accompani team thousand fan gather venu wit player trophi present schedul music concert celebr quickli unruli overwhelm crowd breach weak secur barrier surg stage team owner mizanur rahman appear 3 45pm sens grow tension player offici swiftli exit stage trophi move secur locat commot shoe chair hurl stage event bring abrupt halt eyewit attende blame poor secur arrang mismanag disrupt event organ local author declin comment incid,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/10693/barishal-s-bpl-victory-celebration-ends-in-chaos,128,1,0.3546471423427962,Politics
"Publish : 07 Feb 2025, 11:23",Liverpool routs Tottenham 4-0 to set up English League Cup final against Newcastle,liverpool plai newcastl english leagu cup final rout tottenham 4 0 thursdai rampant perform overturn spur 1 0 lead leg semifin seal 4 1 aggreg victori arn slot team content unpreced quadrupl trophi season charg final lot plai liverpool forward codi gakpo score half anfield stai calm focu reach moham salah dominik szoboszlai virgil van dijk strike break side semifin leg liverpool plai newcastl final wemblei stadium march 16 chanc retain trophi win titl shape special debut season slot succeed jurgen klopp team top premier leagu round 16 champion leagu fa cup humbl defeat tottenham lead specul futur manag ang postecogl team languish 14th leagu win 13 game competit time postecogl spur fail shoot target game stat provid opta leagu cup lifelin australian chanc lift spur trophi win competit 2008 opportun tonight shy postecogl posit final pick pick player tottenham overwhelm liverpool team sweep comer term gakpo time finish foot level tie aggreg 34th minut liverpool complet control break salah fire penalti top corner 51st darwin nunez bring spur goalkeep antonin kinski box szoboszlai slick liverpool attack low finish 75th van dijk head liverpool 4 corner minut leagu cup prove klopp final piec silverwar trophi lade reign liverpool victori chelsea final merseysid club content quadrupl trophi slot team win multipl titl sit leagu normal reach final awar slot newcastl final mark chanc 70 wait major domest trophi trophi defunct inter citi fair cup 1969 recent domest titl fa cup 1955 buy saudi arabia sovereign wealth fund 2021 wait trophi drought 4 0 aggreg victori liverpool close titl rival arsen evid threat pose eddi how team final,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/10661/liverpool-routs-tottenham-4-0-to-set-up-english,129,1,0.6948140421473848,Politics
"Publish : 06 Feb 2025, 23:35",Tamim to get formal BCB farewell at BPL final,cricket legend tamim iqbal arguabl batsman bangladesh produc offici farewel bangladesh cricket board bcb showpiec final bangladesh premier leagu bpl fridai tamim iqbal lead fortun baris gun 2nd consecut bpl titl plai mohammad mithun maiden finalist chittagong king titl decid match fridai even home bangladesh cricket sher bangla nation cricket stadium mirpur unb report tamim iqbal activ bangladesh nation squad champion trophi 2025 suddenli announc retir intern cricket januari 10 withdraw bcb central contract announc nation squad star cricket tamim iqbal retir intern cricket offici field bcb decid farewel field commemor crest function close ceremoni ensu bpl final early juli 2023 tamim suddenli announc retir intern cricket frustrat huge fan chang decis coupl dai request prime minist tamim iqbal debut intern cricket 2007 plai countri 2nd 387 match 448 in score 15 192 run format countri mushfiqur rahim includ 25 centuri 94 half centuri,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/10659/tamim-to-get-formal-bcb-farewell-at-bpl-final,130,1,0.9982972818900874,Politics
"Publish : 06 Feb 2025, 15:13",Neymar returns to Santos after 12yrs,12 plai european giant short stint saudi arabia neymar return profession footbal brazil barcelona pari saint germain star bench start half boyhood club santo campeonato paulista match botafogo sp wednesdai estádio vila belmiro report unb santo lead 1 0 neymar enter game half equal match 1 1 draw love santo describ step pitch neymar post match name game player admit peak fit posit match month minut game im 100 percent will improv match ad neymar 33 wednesdai rejoin santo januari 31 month contract club hope extend 2026 world cup previous win titl santo includ 2011 copa libertador regard world player neymar leave santo barcelona 2013 record break 222 million 262 million transfer psg 2017 2023 move saudi club al hilal suffer acl injuri plai brazil world cup qualifi absenc al hilal win saudi leagu club omit squad half season manag jorg jesu plan specul neymar return santo gain momentum comeback contract al hilal reportedli lucr footbal due expir fifa club world cup juli,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/10651/neymar-returns-to-santos-after-12yrs,131,1,0.8726331101681144,Politics
"Publish : 27 Jan 2025, 13:14",Taskin removes Shakib from BPL record book,fast bowler taskin ahm era shakib al hasan bangladesh premier leagu bpl record book claim wicket singl edit sher bangla nation cricket stadium sundai taskin durbar rajshahi captain past veteran allround game rangpur rider match win 2 run bss report taskin finish 2 25 wicket talli 24 plai 11 match lanki fast bowler equal shakib rid steven taylor trap rakibul hasan leg eclips shakib leave arm spinner shakib early hold record take 23 wicket 15 match dhaka dynamit 2018 2019 begin bpl taskin superb team rajshahi durbar struggl foot match taskin etch bpl record book claim 7 19 dhaka capit bowl figur bpl histori figur recogn t20 cricket bowler early claim wicket haul t20 cricket taskin enter club cricket 2018 19 season shakib creat record take wicket singl season taskin contend lanki fast bowler plai sylhet sixer time plea 22 wicket plai 12 match,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/10528/taskin-removes-shakib-from-bpl-record-book,132,1,0.7889345671561308,Politics
"Publish : 26 Jan 2025, 09:53",No women's BPL this year,bangladesh cricket board bcb previous announc plan organ woman bpl particip team tournament initi schedul februari medium report rangpur rider fortun barish dhaka capit express own team reveal maximum salari woman cricket set 5 lakh taka plan includ foreign player team 17th board director meet hold saturdai offici announc woman bpl proce time bcb face signific critic organ man bpl decid rush organ woman tournament avoid complic meet bcb medium committe chairman iftekhar rahman mithu state decis rush decis prematur dash hope woman cricket forward particip bpl addit meet address kei decis relat ongo man bpl,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/10510/no-women-s-bpl-this-year,133,1,0.997621853928865,Politics
"Publish : 17 Jan 2025, 21:17",BCB to launch BPL for women,bangladesh cricket board bcb announc woman bangladesh premier leagu bpl inaugur edit conclus ongo bpl nazmul abedeen fahim bcb director confirm decis press confer zahur ahm chowdhuri stadium chattogram fridai unb report think develop woman cricket organ bpl woman mind final decis hold woman bpl fahim ongo bpl februari 7th board final schedul woman bpl have speak franchis start assess woman t20 tournament impact sport hope push woman cricket level ad woman bpl limit foreign player financi challeng tournament plai foreign player fahim bcb primari focu establish tournament creat competit platform domest player goal successfulli organ tournament have limit team ensur competit remain strong fahim ad,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/10423/bcb-to-launch-bpl-for-women,134,1,0.997773274920817,Politics
"Publish : 09 Jan 2025, 16:23",Tamim reaches 8000 runs as first Bangladeshi,captain bangladesh nation team captain fortun barish bangladesh premier leagu bpl tamim iqbal reach 8000 run t20 bangladeshi batter leave hand batter achiev mileston 8 000 run thursdai in 40 rangpur rider bpl match sylhet unb report take field thursdai tamim 7991 run format cricket tamim reach mileston 272nd match 271st in t20 cricket 8031 run averag 32 91 strike rate 121 27 includ centuri run tamim score bangladesh nation team score 1701 run bpl tamim time scorer 3500 run 600 run pakistan super leagu psl,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/10324/tamim-reaches-8000-runs-as-first-bangladeshi,135,1,0.9968319289924208,Politics
"Publish : 30 Dec 2024, 16:22",Cricket fans clash in Mirpur for tickets,hundr fan clash front sher bangla nation cricket stadium mondai dai bangladesh premier leagu bpl bui ticket design branch privat bank histor bcb struggl ensur smooth flow bpl ticket past fail rerpot unb polic baton dispers crowd fan break main gate stadium reportedli bar car nation team cricket cricket insid car incid yesterdai fan demonstr ticket board provid offici inform ticket sale bcb issu press releas afternoon detail fan purchas ticket fan bui ticket onlin platform branch privat bank fan ticket mirpur branch anger onlin buyer ticket access offici websit www gobcbticket bd hard copi ticket sell design modhumoti bank plc branch sundai ticket 4 00 pm 6 00 pm mondai dai bpl sale continu 10 00 4 00 pm branch facilit sale includ locat mirpur motijheel uttara gulshan dhanmondi kamrangirchar vip road paltan fan advis visit branch close hour match event defend champion fortun barish take newcom durbar rajshahi,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/10201/cricket-fans-clash-in-mirpur-for-tickets,136,4,0.613831250582533,Economy
"Publish : 29 Dec 2024, 17:39",How to get your BPL tickets,bangladesh cricket board bcb start sell ticket bangladesh premier leagu bpl demonstr hundr eager fan venu sher bangla nation cricket stadium sundai afternoon fan purchas ticket onlin person sale underwai sundai close venu report unb onlin buyer ticket access offici websit www gobcbticket bd hard copi ticket sell design modhumoti bank plc branch sundai ticket 4 00 pm 6 00 pm mondai dai bpl sale continu 10 00 4 00 pm branch facilit sale includ locat mirpur motijheel uttara gulshan dhanmondi kamrangir char vip road paltan fan advis visit branch close hour price ticket vari base seat categori premium seat grand stand low upper level cost bdt 2 000 ticket intern galleri north medium block intern loung south corpor block bdt 1 000 seat intern galleri south corpor block price bdt 800 club hous stand north south bdt 500 southern northern galleri ticket price bdt 300 afford ticket eastern galleri cost bdt 200 time bcb design wast zone 300 seat bdt 600 bpl kick match fortun barish defend champion newcom durbar rajshhai 1 30 pm mondai match dai dhaka capit rangpur rider 7 00 pm venu,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/10191/how-to-get-your-bpl-tickets,137,4,0.5847928894744194,Economy
"Publish : 18 Dec 2024, 11:38",Bangladesh clinch T20I series vs West Indies,bangladesh deliv clinic perform ball defeat west indi 27 run t20i arno vale grind secur match seri game spare bangladesh t20i seri win west indi 2018 report unb disappoint 3 0 loss odi seri visitor bounc emphat short format bat bangladesh struggl gain momentum slow damp pitch captain litton da 3 10 depart stump akeal hosein bangladesh find troubl 8 1 top falter west indi disciplin bowl tanzid hasan 2 soumya sarkar 11 mehidi hasan miraz 26 fail capit start 72 6 14th bangladesh head underwhelm total watchful knock shamim hossain tide leave hander smash 35 17 ball includ four six lift bangladesh defend 129 7 20 over gudakesh moti wicket west indi chase modest target 130 west indi in shake pressur bangladesh disciplin bowl taskin ahm strike remov brandon king 8 andr fletcher 0 leav host reel 19 2 mahedi hasan rishad hossain combin decim middl nichola pooran 5 rovman powel 6 fall cheapli host hope rest roston chase fight 32 run knock 34 ball akeal hosein ad battl 31 31 tail effort vain wicket tumbl taskin return claim final scalp dismiss hosein wrap west indi in 102 18 3 over,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/10063/bangladesh-clinch-t20i-series-vs-west-indies,138,1,0.9202031726375294,Politics
"Publish : 10 Dec 2024, 15:07",Morocco sets stage for 2030 World Cup with Spain and Portugal,decad unsuccess bid morocco final achiev cherish dream host footbal world cup 2030 spain portug north african countri hope boost intern imag economi fifa set formal ratifi trio candidaci wednesdai argentina uruguai paraguai host game mark centuri world cup stage south america bss report 40 morocco african nation 1987 bid world cup aim host 1994 edit rabat fail bid total includ 2026 2010 narrowli lose south africa host world cup contin uniqu opportun acceler nation econom growth creat job boost countri tourism fouzi lekjaa head morocco 2030 world cup committe speak cabinet meet chair king moham vi lekjaa emphasis transform potenti host world big sport event moroccan govern unveil ambiti plan modernis infrastructur host citi rabat casablanca fe tangy marrakesh agadir includ expand airport road transport network boost hotel commerci servic offici statement stadium host citi undergo renov statement addition 115 000 seat stadium casablanca cost 480 million euro 507 million kingdom bank art venu host final project leav last legaci futur gener moncef el yazghi research specialis sport polici footbal diplomaci morocco host world cup date groundbreak perform 1986 tournament mexico african arab nation reach knockout stage success spark idea footbal platform enhanc nation reput sociologist abderrahim bourquia infrastructur improv tournament offer econom benefit grant morocco global confid spectat world associ morocco sport posit valu project align morocco ambit cultiv strong ti continent recent kingdom increasingli seek deepen diplomaci african countri bolster return african union 2017 countri sign 44 partnership agreement african footbal feder morocco due stage africa cup nation afcon 2015 pull host tournament concern spread ebola amid outbreak west africa stage afcon begin decemb run januari 2026 host woman cup nation 2022 host club world cup occas event kei tool morocco achiev el yazghi describ footbal diplomaci develop domest footbal morocco joint bid spain portug madrid morocco posit conflict western sahara territori spanish coloni de facto control morocco claim sahrawi separatist polisario front conflict heart morocco diplomat woe neighbour algeria madrid diplomat shift 2022 undoubtedli pave joint world cup bid intern relat expert tajeddin el husseini 2030 world cup offer morocco global visibl opportun invest develop domest footbal man nation team enjoi histor success 2022 world cup qatar african arab nation reach semi final popul 38 million countri 90 000 regist player el yazghi address gap moroccan footbal feder partner ocp own phosphat produc financ train centr player hope unearth gener follow footstep current featur star pari saint germain defend achraf hakimi,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/9959/morocco-sets-stage-for-2030-world-cup-with-spain,139,1,0.9992795074591673,Politics
"Publish : 04 Dec 2024, 11:43",Bangladesh secures historic 101-run win over WI,bangladesh 15 drought caribbean resound 101 run victori west indi wi test sabina park level match seri 1 1 bangladesh test win west indi 2009 leave arm spinner taijul islam batter jaker ali emerg star perform unb report taijul figur 5 50 4 in plai pivot role dismantl west indi fold 185 pursuit 287 run target taijul 15th wicket haul test caribbean soil decad support seamer hasan mahmud taskin ahm nahid rana collect claim wicket jaker ali quick 91 in provid bangladesh command lead resum 4 dai 193 5 jaker ad 62 team 75 run morn session strike helmet alzarri joseph dai jaker recov deliv counter attack knock six boundari effort push bangladesh 268 set challeng target west indi chase promisingli captain kraigg brathwait score 43 kavem hodg reach 55 taijul spin dismantl middl includ kei dismiss brathwait hodg home team final wicket fall 42 run bangladesh bowler capitalis uneven bounc offer sabina park pitch bangladesh win signific turnaround heavi defeat test stand captain mehidi hasan miraz credit bowl unit nahid in taskin hasan mahmud except taijul in phenomen mehdii west indi defeat bring persist bat weak fore promis start chase struggl disciplin bangladesh bowl bat consist hard brathwait victori bangladesh 4 test win 2024 equal test cricket prove grow confid condit contribut senior player player jaker rana team move white ball seri compris odi t20i,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/9884/bangladesh-secures-historic-101-run-win-over-wi,140,1,0.9987673886412913,Politics
"Publish : 02 Dec 2024, 18:02",BCB announces ODI squad for WI series,bangladesh cricket board bcb announc squad match odi seri west indi wi seri kick decemb 8 allround mehidi hasan miraz lead team absenc regular captain najmul hossain shanto sidelin due groin injuri unb report mehidi debut odi captain stint test captain early seri batter towhid hridoi rule due similar groin issu bcb sport physician dr monzur hossain chowdhuri explain hridoi requir rest reassess week leave hander afif hossain dhrubo recal squad absenc odi appear decemb 2023 hand zakir hasan recent odi seri afghanistan exclud fast bowler nahid rana retain spot impress debut afghanistan month bangladesh squad west indi odi mehidi hasan miraz captain litton da wk tanzid hasan tamim soumya sarkar parvez hossain emon mahmudullah riyad jaker ali anik afif hossain dhrubo rishad hossain nasum ahm taskin ahm hasan mahmud shori islam tanzim hasan sakib nahid rana,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/9863/odi-squad-for-west-indies-series-announced,141,1,0.5649247995213235,Politics
"Publish : 30 Nov 2024, 23:11","Bashundhara Kings, Dhaka Abahani make flying start",defend champion bashundhara king champion dhaka abahani start bashundhara king bangladesh premier leagu bpl footbal emphat win match saturdai venu dhaka surround bashundhara king season trebl winner deliv stun perform crush chittagong abahani limit 7 0 home venu bashundhara king arena saturdai even unb report franc booter jare khasa local forward rakib hossain score foysal ahm fathim brazilian footbal miguel damasceno mojibur rahman joni contribut goal apiec king domin half lead 4 0 match dhaka abahani defeat youngmen club 2 0 shahe barkat stadium gazipur forward enamul islam gazi break deadlock 71st minut put sky blue dhanmondi outfit ahead 1 0 forward jafar iqbal seal win score minut stoppag time 90 3 rahmatganj mf outclass forti fc 3 1 victori bir shreshtha matiur rahman stadium munshiganj saturdai afternoon oshi score rahmatganj 59th minut 1 0 taj doubl lead 67th minut 2 0 felix ad goal 69th minut 3 0 sm manjurur score consol goal forti sc 74th minut 3 1,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/9847/bashundhara-kings-dhaka-abahani-make-flying-start,142,1,0.9977249902167123,Politics
"Publish : 26 Nov 2024, 11:44","Taskin registers six-for, but WI on brink of victory",west indi brink victori test bangladesh reduc visitor 109 7 stump 4 dai wicket hand bangladesh face tough task kemar roach jayden seal orchestr command bowl perform unb report bangladesh dai unusu decis declar in 269 9 leav deficit 181 run aggress approach aim creat opportun bowler gambl momentarili taskin ahm deliv career 6 64 bowl west indi 152 inspir bowl effort undon bangladesh fragil bat relentless pressur west indi attack roach strike bangladesh chase remov zakir hasan duck claim mominul haqu sharp return catch jayden seal ad woe dismiss mahmudul hasan joi taijul islam precis deliveri bangladesh top collaps leave reel 59 5 amid chao captain mehidi hasan miraz stage lone fightback score brisk 45 46 ball in featur bold stroke includ boundari scoreboard tick dismiss sharp catch stump joshua da silva seal effect bangladesh hope resurg litton da manag quick 22 fall shamar joseph counterattack early dai west indi start in cautious undon taskin fieri spell alick athanaz top score 42 kraigg brathwait contribut 23 taskin heroic support wicket mehidi west indi set daunt target 334 run west indi bowler sharp field miss chanc maintain stranglehold bangladesh roach finish dai 3 20 seal impress 3 31,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/9795/taskin-registers-six-for-but-wi-on-brink-of,143,1,0.9984483736744498,Politics
"Publish : 24 Nov 2024, 23:07",BPL begins Friday,countri prestigi footbal meet 10 team bangladesh premier leagu bpl footbal begin fridai novemb 29 venu capit adjoin match hold venu dai unb report defend champion bashundhara king plai chittagong abahani limit 5 30 pm bashundhara king arena feder challeng cup runner dhaka mohammedan sc dhaka wander club 2 30 pm shahe barkat stadium gazipur brother union club encount bangladesh polic fc 2 30 pm bir shreshtha matiur rahman stadium munshiganj match hold dai saturdai dhaka abahani limit meet youngmen club fakirerpool 2 30 pm shahe barkat stadium gazipur rahmatganj mf forti fc 2 30 pm bir shreshtha matiur rahman stadium munshiganj round leagu plai fridai saturdai week schedul complet june 25 footbal season fridai nov 22 newli introduc match bangladesh 2 0 challeng cup footbal tournament 2024 25 bashundhara king clinch titl beat dhaka mohammedan sc 3 1 goal bangladesh footbal feder bff introduc bangladesh 2 0 challeng cup season curtain raiser footbal meet dedic juli august student upris previou independ cup feder cup footbal 10 team feder cup footbal begin decemb 3 format hold tuesdai week ceremoni draw upcom feder cup footbal tournament 2024 25 hold bff offic wednesdai put dhaka mohammedan sc dhaka abahani bpl feder cup champion bashundhara king feder cup runner dhaka mohamnedan dhaka abahani chattogram abahani feder cup footbal bashundhara king bangladesh polic fc forti fc brother union club dhaka wander club mohammedan sc dhaka abahani chattogran abahani rahmatganj mf fakirerpool youngmen club holder basundhara king plai brother union club bangladesh polic take forti fc dai match ten premier divis leagu club split initi particip phase feder cup footbal singl leagu basi venu dhaka mymensingh cumilla top team plai meet round qualif elimin franchaise cricket leagu,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/9777/bpl-begins-friday-%C2%A0,144,1,0.9989468052200003,Politics
"Publish : 18 Nov 2024, 18:24",Imrul Kayes retires from Test and First-class cricket,bangladesh open imrul kay offici announc retir test cricket mondai class match alongsid test career imrul declar conclus class cricket journei bring emot close 17 profession career unb report dai imrul announc social medium difficult decis career novemb 16 offici test class cricket career challeng emot moment life journei imrul plai 39 test score centuri fifti express gratitud pride class debut 2006 imagin plai 39 test match bangladesh repres countri test fifti immens honor ad have contribut team bat keeper imrul test career featur mileston includ record break 312 run partnership tamim iqbal khulna test pakistan 2015 in 150 remain special memori proud contribut imrul mention unfulfil aspir absenc major trophi regret plai legend shakib al hasan tamim mashraf bin mortaza mushfiqur rahim mahmudullah riyad bhai couldn win signific trophi bangladesh win asia cup nidaha trophi career fulfil celebr win unforgett love support receiv fan night goosebump deepli cricket love countri imrul ad,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/9699/imrul-kayes-retires-from-test-and-first-class,145,1,0.7089841798102189,Politics
"Publish : 11 Nov 2024, 13:03",Tigers set to face West Indies in 2-match Test series,bangladesh cricket board bcb name squad icc world test championship wtc match west indi itll bangladesh test seri west indi 2022 suffer clean sweep match seri unb report bangladesh bring leave arm pacer shori islam seri miss home seri south africa miss india seri test schedul begin novemb 22 sir vivian richard stadium antigua match novemb 30 sabina park jamaica tour begin 4 dai warm match novemb 15 19 coolidg cricket grind antigua test seri bangladesh plai limit over segment odu set decemb 8 warner park st kitt subsequ odi schedul decemb 10 decemb 12 venu odi seri tour conclud match t20i seri st vincent t20i slate decemb 15 decemb 17 decemb 19 take arno vale plai field kingstown bangladesh test squad najmul hossain shanto captain shadman islam mahmudul hasan joi zakir hasan mominul haqu showrab mahidul islam ankon litton kumer da wicketkeep jaker ali anik mehidi hasan miraz vice captain taijul islam shori islam taskin ahm hasan mahmud nahid rana hasan murad,sports,https://en.ittefaq.com.bd//en.ittefaq.com.bd/9598/tigers-set-to-face-west-indies-in-2-match-test,146,1,0.8444338006910225,Politics
